PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PCT_INHIB_DD2
RESULT_TYPE,,,,,,,,FLOAT
RESULT_DESCR,,,,,,,,Percent inhibition of P. falciparum Dd2 growth.
RESULT_UNIT,,,,,,,,PERCENT
779,85858696,135502495,CCCCCOC1=CC=C(C=C1)C=NNC2=NC(=CC(=O)N2)C3=CC=CC=C3,Active,,,,86
780,85858697,1736109,CC1=CC(=C2C=C(C=CC2=N1)OC)NC3=CC(=C(C=C3)OC4=CC=C(C5=CC=CC=C54)Br)Cl,Active,,,,101
781,85858698,44522068,C1=CC=C2C(=C1)C=CC(=C2Cl)OC3=C(C=C(C=C3)NC4=C5C=C(C=CC5=NC=C4)Br)Cl,Active,,,,93
782,85858699,3093419,COC1=C(C=C(C=C1)NC(=S)NC(C(Cl)(Cl)Cl)NC(=O)CF)[N+](=O)[O-],Inactive,,,,-4
783,85858700,44522069,CC1=CC=C(C=C1)N2C(=O)C3C(C2=O)[C@@]4(C(=C([C@]3(C4=O)C5=CC=CC=C5)C6=CC=CC=C6)C7=CC=CC=C7)C8=CC=CC=C8,Active,,,,96
784,85858701,1160249,CC1=C(C=CC2=C1N=C(N2)C3=CC=C(C=C3)N)N,Inactive,,,,40
785,85858702,17386097,CCOCC1=CN(C(=NC1=N)C)CC(=O)C2=CC=C(C=C2)C3=CC=CC=C3.Br,Active,,,,72
786,85858703,1714990,CC1=CC(=C2C=C(C=CC2=N1)OC)NC3=CC(=C(C=C3)OC4=C(C5=CC=CC=C5C=C4)Cl)Cl,Active,,,,98
787,85858704,2054263,C1=CC(=CC=C1NC(=O)NC2=CC(=C(C=C2)Cl)Cl)SC(F)(F)F,Active,,,,99
788,85858705,3708113,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC(=C1)C)Cl,Inactive,,,,7
789,85858706,44522070,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC(=C1)C=CC3=CC=C(C=C3)[N+](=O)[O-])OC.OP(=O)(O)O,Active,,,,100
790,85858707,4210848,C1CCC2=C(C1)C3=C(C(=C(C=C3O2)Br)O)CNCC4=CC=CC=C4,Active,,,,74
791,85858708,3101864,C1OC2=C(O1)C=C(C(=C2)C=NNC3=NC(=NC(=N3)NC4=CC=CC=C4)NC5=CC=CC=C5)[N+](=O)[O-],Inactive,,,,46
792,85858709,44522071,C1=CC=C(C(=C1)COC2=CC=CC=C2C=NN=C(N)N)Cl,Inactive,,,,30
793,85858710,44522072,CS(=O)(=O)O.C1CC(CCC1CNC2=NC3=CC=CC=C3C(=N2)N)CNS(=O)(=O)C4=CC=CC5=CC=CC=C54,Inactive,,,,42
794,85858711,3102584,CCCCOC1=CC=C(C=C1)C(C(CN2CCCCC2)C3=CC=CC=C3)O,Active,,,,84
795,85858712,3102578,CC(C)COC1=CC=C(C=C1)C(C(CN2CCCCC2)C3=CC=CC=C3)O,Active,,,,89
796,85858713,2830019,CC1=CC(=CC=C1)C(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC2=C(C=CC(=C2)Cl)Cl,Active,,,,61
797,85858714,3072540,CCN1CCN(CC1)C2=CC=C(C=C2)NC3=C4C=CC=CC4=NC5=CC=CC=C53,Active,,,,100
798,85858715,2057411,C1CCN(CC1)CCCCOC2=CC=CC=C2,Inactive,,,,1
799,85858716,4127929,COC1=CC(=NC(=N1)C(C2=CC=CC=C2)SC3=CC=C(C=C3)NC(=O)C4=CC=CS4)OC,Active,,,,96
800,85858717,817193,CCOC1=CC=NC(=O)N1,Active,,,,95
801,85858718,456224,C1=CC2=C(C=C1C(F)(F)F)C(=NC(=N2)N)N,Inactive,,,,1
802,85858719,454715,CN(C)CCNC1=CC(=NC2=CC=CC=C21)C3=CC4=CC=CC=C4C=C3,Active,,,,58
803,85858720,3525810,CC(C)(C)C1=CC2=C(N1)C=CC(=C2)N(C3CCN(CC3)CC4=CC=CC=C4)C(=O)C5=CC=C(C=C5)C(F)(F)F,Inactive,,,,22
804,85858721,256526,CN(C)C(=S)N=NC1=C(NC2=CC=CC=C21)O,Active,,,,96
805,85858722,929896,C1COCCN1C(=S)N=NC2=C(NC3=CC=CC=C32)O,Active,,,,75
806,85858723,2766306,CC1=CC(=NC(=N1)N)NC2=CC=CC(=C2)C(F)(F)F,Inactive,,,,24
807,85858724,44522073,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NCCOCCNC4=C5C=CC=CC5=NC6=CC=CC=C64.Cl,Inactive,,,,-1
808,85858725,14169,CN(C)CCCNC1=C2C=CC=CC2=NC3=CC=CC=C31,Inactive,,,,4
809,85858726,44522074,CC(=NNC1=NC2=CC=CC=C2S1)C3=CC=CC=N3.Cl,Inactive,,,,47
810,85858727,44522075,CC1(N=C(NC(=N1)NC2=CC=C(C=C2)Cl)N)C.Cl,Inactive,,,,-1
811,85858728,9551963,CC1(N=C(N=C(N1C2=CC=C(C=C2)OC)N)N)C.Cl,Inactive,,,,29
812,85858729,3351585,CC(=NNC(=S)NCCC1=CC=CC=C1)C2=CC=CC=N2,Active,,,,99
813,85858730,16207145,CC1(N=C(N=C(N1C2=CC=C(C=C2)I)N)N)C.Cl,Inactive,,,,1
814,85858731,44522076,COC1=CC2=C(C3=C(C=C(C=C3)Cl)N=C2C=C1)NCCO.Cl,Active,,,,93
815,85858732,4173500,CC1=C(C=C(C=C1)NC(=O)NC2=CC=C(C=C2)S(=O)(=O)C3=CC=C(C=C3)NC(=O)NC4=CC(=C(C=C4)C)Cl)Cl,Inactive,,,,42
816,85858733,28317205,COC1=C(C=C(C=C1)C2=CSC(=N2)NC(=O)CCC(=O)O)OC,Inactive,,,,-2
817,85858734,772885,C1=CC=NC(=C1)C2=CSC(=N2)NC3=CC=CC=N3,Active,,,,93
818,85858735,765913,CC(C)(C1=CC=CC=C1)C2=CC(=C(C=C2)O)CN3CCOCC3,Active,,,,88
819,85858736,3085018,CC(CCCC1=CC=C(C=C1)F)C2=CC(=C3C4=C(CCN(C4)CC#C)C(OC3=C2)(C)C)O,Active,,,,90
820,85858737,3005038,CC(=NNC(=S)NC1=CC=CC=C1Cl)C2=CC=CC=N2,Active,,,,99
821,85858738,153377,CCCCOC1=CC=C(C=C1)N2C(=NC(=NC2(C)C)N)N.Cl,Inactive,,,,3
822,85858739,6603416,CCOC1=CC=C(C=C1)N2C(=NC(=NC2(C)C)N)N.Cl,Inactive,,,,-2
823,85858740,44522077,CC(C)NCC(C1=C(C=CC(=C1)OC)OC)O.Cl,Inactive,,,,-2
824,85858741,44522078,CC1(N=C(N=C(N1C2=CC(=C(C=C2)OC)OC)N)N)C.Cl,Inactive,,,,-4
825,85858742,12790,C1=NC2=NC(=NC(=C2N1)N)F,Inactive,,,,25
826,85858743,44522079,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NC4=CC=C(C=C4)OC5=CC=C(C=C5)NC6=C7C=CC=CC7=NC8=CC=CC=C86.Cl,Active,,,,99
827,85858744,44522080,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NCCCCCCNC4=C5C=CC=CC5=NC6=CC=CC=C64.Cl,Active,,,,80
828,85858745,44522081,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NCCCCCCCCCNC4=C5C=CC=CC5=NC6=CC=CC=C64.Cl,Active,,,,95
829,85858746,19072929,C1=CC(=CC=C1C(=N)N)OC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O,Active,,,,85
830,85858747,441362,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O.Cl,Active,,,,99
831,85858748,5311093,CCCCCCCC/C=C\CCCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,Active,,,,93
832,85858749,23345320,COC1=CC=C(C=C1)C(=O)CCC2=CC=C(C=C2)O,Active,,,,90
833,85858750,83432,C1=CC=C(C=C1)N2C=NC=N2,Active,,,,96
834,85858751,44522082,CCN(CC)CCCC(C)NC1=C2C=CC=CC2=NC3=CC=CC=C31.Cl,Inactive,,,,3
835,85858752,1268226,C1CC[C@@H]([C@@H](C1)C(=O)O)NC(=O)C2=CC=CC=C2,Inactive,,,,3
836,85858753,44522083,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC(=C1)C=CC3=CC=CC=C3Cl)Cl.OP(=O)(O)O,Active,,,,77
837,85858754,3370120,C1=CC(=C(C=C1NC(=O)N=C(N)N)Cl)Cl,Inactive,,,,13
838,85858755,93114,CCC1=C(C(=NC(=N1)N)N)C2=CC=CC=C2,Inactive,,,,1
839,85858756,44522084,CN1CCC(=CC1)C=CC2=CNC3=CC=CC=C32,Active,,,,64
840,85858757,5702854,C1=CC(=C(C(=C1)F)F)/C=C/C(=O)O,Inactive,,,,1
841,85858758,14688916,CCOC(=O)C1=CC(=C2N1C=CC=C2)C(=O)OC,Inactive,,,,2
842,85858759,73220,C1=CC=C2C(=C1)SC3=CC=CC=C3S2=O,Inactive,,,,-1
843,85858760,334409,C1=C2C(=C(N=C(N2)N)N)C3=CC=NC3=C1,Inactive,,,,-1
844,85858761,3161664,CCOC1=C(C=C(C=C1)CCC(=O)O)OCC,Inactive,,,,-3
845,85858762,1240160,C1=C(C=C(C=C1Cl)Cl)NC(=O)CC(=O)NC2=CC(=CC(=C2)Cl)Cl,Active,,,,96
846,85858763,21389,C1CN=C(N1)C2=CC(=CC=C2)NC(=O)NC3=CC=CC(=C3)C4=NCCN4,Active,,,,99
847,85858764,1954158,CC1=CC(=C(C=C1)C2=NNC(=C2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)N4CCCCC4)O,Active,,,,92
848,85858765,2027680,CC1=C(C(=C(C=C1)C2=NNC(=C2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)N4CCOCC4)O)C,Inactive,,,,45
849,85858766,1970728,CC1=CC(=C(C=C1C)O)C2=NNC(=C2)C(=O)NC3=CN=CC=C3,Active,,,,97
850,85858767,1972768,CCN(C1=CC=CC=C1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=CC(=NN3)C4=C(C=CC(=C4)C)O,Active,,,,55
851,85858768,1836353,CC1=CC(=C(C=C1)O)C2=NNC(=C2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)N4CCCCC4,Active,,,,98
852,85858769,2026662,C1CCN(CC1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=CC(=NN3)C4=CC=CC=C4O,Active,,,,81
853,85858770,7292689,CC1=C2C(=C(C=C1)Cl)SC(=N2)N3CCN(CC3)C(=O)C4=CC=C(O4)[N+](=O)[O-],Active,,,,94
854,85858771,22583924,COC1=CC=C(C=C1)N2CCN(CC2)C(CNC(=O)C3CCCCC3)C4=CC5=C(C=C4)OCO5,Active,,,,83
855,85858772,5909617,CC1CCN(CC1)CC2=C(C=CC3=C2OC(=C(C3=O)C4=NC5=CC=CC=C5S4)N)O,Active,,,,99
856,85858773,7294801,CC1=C(C2=C(C=C1)SC(=N2)N3CCN(CC3)C(=O)C4=CC=C(O4)[N+](=O)[O-])C,Active,,,,86
857,85858774,7292667,CC1=C2C(=C(C=C1)C)SC(=N2)N3CCN(CC3)C(=O)C4=CC=C(O4)[N+](=O)[O-],Active,,,,89
858,85858775,7292627,C1CN(CCN1C2=NC3=C(S2)C=CC=C3Cl)C(=O)C4=CC=C(O4)[N+](=O)[O-],Active,,,,87
859,85858776,7292609,CCC1=C2C(=CC=C1)SC(=N2)N3CCN(CC3)C(=O)C4=CC=C(O4)[N+](=O)[O-],Active,,,,94
860,85858777,7254224,CC1=CC=C(C=C1)S(=O)(=O)CC(=O)NC2=NC(=C(S2)C)C3=CC=C(C=C3)OC,Active,,,,94
861,85858778,16821219,COC1=CC=CC=C1C2=NN3C(=NN=C3SCC(=O)NC4=CC5=C(C=C4)OCCO5)C=C2,Inactive,,,,5
862,85858779,44522085,C1CN(CCN1CC2=CC=CC=C2)C3=CC=C(C=C3)NC(=O)C4=CC=CS4.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O,Active,,,,86
863,85858780,2997972,CN1CCN(CC1)C2=C(C=C(C=C2)Cl)NC(=O)C3COC4=CC=CC=C4O3,Inactive,,,,44
864,85858781,4802312,CCOC1=CC=C(C=C1)OCC(=O)NC2=NC(=C(S2)C)C3=CC=C(C=C3)OC,Active,,,,98
865,85858782,4855752,CC1=C(N=C(S1)NC(=O)CSC2=CC=C(C=C2)[N+](=O)[O-])C3=CC=C(C=C3)OC,Active,,,,100
866,85858783,3961096,CC1=C(C=C(C=C1)C(=O)NC2=C(C(=C(C=C2)F)F)F)S(=O)(=O)N3CCCCC3,Active,,,,69
867,85858784,4800649,CC1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)S(=O)(=O)N3CCCC3)OCC(F)(F)F,Inactive,,,,3
868,85858785,4800672,CC1=CC(=C(N1CC=C)C)C(=O)COC2=C(C=C(C=C2)S(=O)(=O)N3CCOCC3)[N+](=O)[O-],Inactive,,,,5
869,85858786,2673450,C1CCC(C1)CC(=O)NC2=CC3=C(CCC3)C=C2,Inactive,,,,-2
870,85858787,4800571,COC1=C(C=C(C=C1)S(=O)(=O)N2CCOCC2)NC(=O)C3=CC4=CC=CC=C4O3,Inactive,,,,-1
871,85858788,4801922,CCOC1=CC=C(C=C1)C2=C(SC(=N2)NC(=O)COC3=CC=C(C=C3)OC)C,Active,,,,87
872,85858789,4855745,CC1=C(N=C(S1)NC(=O)COC2=CC=C(C=C2)OC)C3=CC=C(C=C3)OC,Active,,,,87
873,85858790,2671554,CC1=C(N=C(S1)NC(=O)CC2=CC(=CC=C2)OC)C3=CC=C(C=C3)OC,Active,,,,77
874,85858791,4800563,CC1=CC(=C(C=C1)C)N2C(=NN=C2SCC(=O)NC3=CC=C(C=C3)C(=O)N)C4=CC(=CC=C4)Cl,Active,,,,91
875,85858792,2598398,CC(C)N1C(=O)C2=CC=CC=C2C(=N1)C(=O)N3CCN(CC3)C4=CC=CC=C4,Inactive,,,,3
876,85858793,2096870,C1CN(C2=CC=CC=C21)S(=O)(=O)C3=CC=CC(=C3)C(=O)OCC(=O)NNC(=O)C4=CC=CS4,Inactive,,,,4
877,85858794,3435287,CC(CNC1=NC2=CC=CC=C2N1CC(=O)NC3=CC=CC(=C3)C(=O)NC4=CC=CC(=C4)C(F)(F)F)O,Active,,,,95
878,85858795,2999101,CCC1=CC=C(C=C1)C2=NN3C(=NN=C3SC2)C4=CC=CS4,Inactive,,,,20
879,85858796,2099569,CC1=NC(=C2C3=C(CCCC3)SC2=N1)OC4=CC=C(C=C4)S(=O)(=O)NC5=CC=C(C=C5)OC,Unspecified,,,,
880,85858797,2368029,COC1=CC=CC=C1NC(=O)C2=CC(=CN(C2=O)C3=CC=CC=C3OC)C(=O)C4=C(C=CC(=C4)Cl)O,Inactive,,,,31
881,85858798,4561145,C1=CC(=CC=C1CNC(=O)C2=CC(=CN(C2=O)CC3=CC=C(C=C3)Cl)C(=O)C4=C(C=CC(=C4)Cl)O)Cl,Inactive,,,,4
882,85858799,2900550,COC1=C(C=C(C=C1)C2C3=C(CCN2)C4=CC=CC=C4N3)CN5CCN(CC5)C6=CC=C(C=C6)F.Cl,Active,,,,56
883,85858800,1336369,C1=CC=C(C=C1)C2=CC=CC=C2NC(=O)CSC3=NC4=C(S3)C=C(C=C4)[N+](=O)[O-],Inactive,,,,49
884,85858801,2896443,COC1=CC=CC(=C1)C(=O)NC(C2=C(C=C(C=C2)Cl)Cl)C3=CC(=C4C=CC=NC4=C3O)Cl,Active,,,,76
885,85858802,2876739,CC(C)C(=O)NC(C1=CC=C(C=C1)Cl)C2=C(C3=C(C=CC=N3)C=C2)O,Active,,,,70
886,85858803,2227412,C1=CC=C(C(=C1)CN2C3=C(C=C(C=C3)[N+](=O)[O-])C4=CC=CC=C42)O,Active,,,,84
887,85858804,2187319,CCCCNS(=O)(=O)C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl,Inactive,,,,47
888,85858805,892735,CC1(N=C(NC(=N1)NC2=CC=C(C=C2)N(C)C)N)C,Inactive,,,,5
889,85858806,892686,CC1=CC2=C(C=C1)NC(=C(C2=O)Br)C,Active,,,,84
890,85858807,2927411,CCOCCCN1C2=C(C=C(C1=N)C(=O)NC(C)C3=CC=CC=C3)C(=O)N4C=CC=C(C4=N2)C,Inactive,,,,31
891,85858808,2911895,C1CCN(C1)C2CCN(CC2)C3CCC(CC3)C4=CC=CC=C4.C(=O)(C(=O)O)O,Inactive,,,,46
892,85858809,1312134,C1CCN(CC1)C2=C(C=C(C=C2)NC(=O)C3=CC=C(O3)Br)Cl,Active,,,,94
893,85858810,1293427,CC1=CC(=C(C=C1OCC(=O)NC2CCCCC2)S(=O)(=O)NC(C)(C)C)Cl,Active,,,,53
894,85858811,1293420,CC1=CC(=C(C=C1OCC(=O)NC2CCCCC2)S(=O)(=O)NC3CCCC3)Cl,Active,,,,91
895,85858812,2953146,C1=CC=C2C(=C1)C(=NC(=N2)NC3=CC=C(C=C3)Cl)N.Cl,Inactive,,,,21
896,85858813,2952777,CC(C1=NC(=NO1)C2=CC=C(C=C2)NC(=O)C3=CC=CO3)OC4=C(C=C(C=C4)Cl)Cl,Active,,,,82
897,85858814,47508,CC(=O)NC1=CC=C(C=C1)NC2=C3C=CC=CC3=NC4=CC=CC=C42,Active,,,,62
898,85858815,2944555,CCC(C)C1=CC=C(C=C1)NC(=O)C(C)C2=CC=C(C=C2)[N+](=O)[O-],Active,,,,100
899,85858816,1262390,CC1=CC2=C(C=C1)N=C(N2)C3=CC=C(C=C3)NC(=O)C4=CC(=C(C=C4)OC)OC,Inactive,,,,38
900,85858817,2220963,C1CCN(C1)S(=O)(=O)C2=CC=C(C=C2)NC(=O)C3=CC(=NC4=C3C=C(C=C4)Cl)C5=CN=CC=C5,Active,,,,95
901,85858818,2220735,C1=CC(=CN=C1)C2=NC3=C(C=C(C=C3)Cl)C(=C2)C(=O)NC4=NOC=C4,Active,,,,76
902,85858819,2220641,C1=CC(=CN=C1)C2=NC3=C(C=C(C=C3)Cl)C(=C2)C(=O)NC4=CN=CC=C4,Active,,,,50
903,85858820,2220631,C1COC2=C(O1)C=CC(=C2)NC(=O)C3=CC(=NC4=C3C=C(C=C4)Cl)C5=CN=CC=C5,Inactive,,,,27
904,85858821,972630,CCC1=C2C(=CC=C1)C(=CN2CC(=O)NCCC3=CC=CC=C3)C#N,Active,,,,64
905,85858822,2210288,CN(C1=CC=CC=C1C(=O)NC2=C(C=CC(=C2)Cl)OC3=CC=CC=C3)S(=O)(=O)C4=CC=CC=C4,Inactive,,,,42
906,85858823,1297962,C1=CC=C(C(=C1)C(F)(F)F)NC(=O)NC2=NN(C=C2Br)CC3=C(C=CC=C3Cl)F,Active,,,,86
907,85858824,2956409,COC1=CC(=C(C=C1NC(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])OC)OC)Cl,Inactive,,,,6
908,85858825,2955030,C1=CC(=CC=C1NC(=O)NC2=C(C=CC(=C2)C(F)(F)F)F)[N+](=O)[O-],Inactive,,,,46
909,85858826,2204489,CC1=CC(=C(C=C1OCC(=O)NC2CCCCC2)S(=O)(=O)N(C)C3=CC=CC=C3)Cl,Active,,,,94
910,85858827,2204207,CC1=CC(=C(C=C1OCC(=O)NC2CCCCC2)S(=O)(=O)N3CCC4=CC=CC=C43)Cl,Active,,,,93
911,85858828,3878951,C1CCN(C1)C2=C(C=C(C=C2)C(=O)NC3=CC=C(C=C3)C4=NC5=CC=CC=C5N4)[N+](=O)[O-],Active,,,,95
912,85858829,2982887,C1CN(CCN1C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-])C(=O)C(Cl)(Cl)Cl,Active,,,,99
913,85858830,4982395,C1COCCN1C2=C(C=C(C=C2)C(=O)NC3=CC=C(C=C3)C4=NC5=CC=CC=C5N4)[N+](=O)[O-],Inactive,,,,28
914,85858831,2975287,CCN1C(=NN=C1SCC(=O)N2C3=CC=CC=C3SC4=CC=CC=C42)CC5=CC=CC=C5,Active,,,,96
915,85858832,3465128,CC1=C(N=C(S1)NC(=O)CC2=CC3=C(C=C2)OCCO3)C4=CC=C(C=C4)OC,Active,,,,99
916,85858833,2086562,CC1=NC2=C(S1)C=C(C=C2)NC(=O)C3=C(C=CC(=C3)S(=O)(=O)N(C)C)Cl,Active,,,,77
917,85858834,4800131,CCN(CC)S(=O)(=O)C1=CC(=C(C=C1)Cl)C(=O)NC2=CC3=C(C=C2)N=C(S3)C,Active,,,,94
918,85858835,3240704,CC1=CN2C(=NC3=C(C2=O)C=C(C(=N)N3CCCN4C=CN=C4)C(=O)NCC5=CC=CC=C5)C=C1,Inactive,,,,-1
919,85858836,1283908,C1=CC=C(C=C1)CCN2C3=C(C=C(C2=N)C(=O)NCC4=CC=CC=C4)C(=O)N5C=CC=CC5=N3,Inactive,,,,25
920,85858837,3783668,C1=CC=C2C(=C1)N=C(S2)NC(C3=CC=C(C=C3)OC(F)F)C4=C(C5=C(C=CC=N5)C=C4)O,Active,,,,85
921,85858838,4349961,CCOC(=O)C1=C(N(C2=C1C=C(C=C2)OC(=O)COC3=C(C=C(C=C3)Cl)Cl)C4=CC=CC=C4)C,Active,,,,87
922,85858839,6602960,COC1=CC=C(C=C1)NC2=NC3=CC=CC=C3C(=N2)N4CCCC4.Cl,Active,,,,98
923,85858840,5235887,CCCCN1C2=C(C=C(C1=N)C(=O)NCC3=CN=CC=C3)C(=O)N4C=CC=C(C4=N2)C,Inactive,,,,47
924,85858841,2877003,C1=CC=C(C=C1)CC(=O)NC(C2=CC=CC=C2)C3=C(C4=C(C=CC=N4)C=C3)O,Active,,,,61
925,85858842,3276694,COC1=C(C=C(C(=C1)C(=O)OC)NC(=O)NC23CC4CC(C2)CC(C4)C3)OC,Inactive,,,,3
926,85858843,3230555,CCCCN(C1=NN=C(S1)C2=CC=CC=C2C)C(=O)C3=CC=CC=C3C,Active,,,,94
927,85858844,1444730,CCCN(C1=NN=C(S1)C2=CC=CC=C2C)C(=O)C3=CC=CC=C3C,Active,,,,65
928,85858845,1444802,CCCN(C1=NN=C(S1)C2=CC=CC(=C2)C)C(=O)C3=CC=CC=C3C,Active,,,,67
929,85858846,3230165,COC1=CC=CC(=C1)C2=NN3C(=C2)N=C4CCCCC4=C3NCCCN5C=CN=C5,Active,,,,66
930,85858847,3230121,COC1=CC=C(C=C1)C2=NN3C(=C2)N=C4CCCCC4=C3NCCCN5C=CN=C5,Active,,,,74
931,85858848,3229935,CC1=CC=C(C=C1)C2=NN3C(=C2)N=C4CCCC4=C3NCCCN5C=CN=C5,Inactive,,,,21
932,85858849,774875,CC1=CC(=CC2=C1N=C(N2)C3=CC=C(C=C3)N)N,Active,,,,75
933,85858850,881651,C1CCN(CC1)C2=C(C=C(C=C2)NC(=O)C3=CC=CO3)Cl,Active,,,,95
934,85858851,1087797,C1=COC(=C1)CNC(=O)C2=CC=C(C=C2)S(=O)(=O)C3=CC=C(C=C3)Cl,Active,,,,95
935,85858852,1433968,CC(C)CC1=NC2=C(C(=N1)N3CCOCC3)N=NN2CC4=CC=CC=C4,Active,,,,76
936,85858853,24747023,C1=CC=C2C(=C1)C=CC3=C2N=C(N3)C4=CC=C(C=C4)N.Cl,Active,,,,51
937,85858854,22518254,CC1=C(C=C(N1)C2=CC=C(C=C2)F)C(=O)NC3CCN(CC3)CC4=CC=CC=C4,Inactive,,,,9
938,85858855,23604134,CC1=C(C(=NC2=C1C(=NN2C(C)(C)C)C)C)CCC(=O)NC3=CC=C(C=C3)CN4CCCC4,Inactive,,,,5
939,85858856,20865014,CC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=O)C3=CC(=NN3)C4=CC=CC=C4OC,Active,,,,88
940,85858857,20883057,CC1=CC(=C(C=C1)C)CN2C3=CC=CC=C3N=C2N4CCC(CC4)C(=O)NCC5=CC=CS5,Active,,,,73
941,85858858,20883002,CC1=CC=C(C=C1)CN2C3=CC=CC=C3N=C2N4CCC(CC4)C(=O)NCC5=CC=CS5,Active,,,,71
942,85858859,8889263,CC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=O)C3=CC(=NN3)C4=CC=CC=C4,Active,,,,88
943,85858860,22431623,CCC1=NN2C(=CC(=NC2=N1)C)NC3=CC(=CC(=C3)C)C,Active,,,,96
944,85858861,44522086,CN1C2=CC=CC=C2C3=C1C(=O)N(C3C4=CC=CC=C4O)C5=CC=C(C=C5)OC,Active,,,,91
945,85858862,20889618,C1CCN(CC1)C2CCN(CC2)CCCNC(=O)C3=CC4=C(C=C3)N=C(S4)N5CCCCC5,Inactive,,,,20
946,85858863,20886787,CC1=C(C=C(C=C1)Cl)N2CCN(CC2)CCCNC(=O)C3CCN(CC3)C4=NC5=CC=CC=C5N4,Inactive,,,,-3
947,85858864,16010878,CCOCCCNC1=NC2=CC(=C(C=C2C3=NC(=NN31)C4=CC=CC=C4)OC)OC,Active,,,,98
948,85858865,3240484,COC1=C(C=C2C(=C1)C3=NC(=NN3C(=N2)NCCN4CCOCC4)C5=CC=CC=C5)OC,Active,,,,98
949,85858866,16010874,COCCCNC1=NC2=CC(=C(C=C2C3=NC(=NN31)C4=CC=CC=C4)OC)OC,Active,,,,97
950,85858867,16194080,CC1=C(C=C(C=C1)N2C(=C(C=N2)C(=O)NC3=CC(=CC(=C3)Cl)Cl)C4CCNCC4)C.Cl,Active,,,,77
951,85858868,44522087,C1CNCCC1C2=C(C=NN2C3=CC=C(C=C3)F)C(=O)NC4=CC(=CC(=C4)Cl)Cl.Cl,Inactive,,,,-1
952,85858869,5309512,CC1=CC(=NC2=C1C(=CC=C2)O)N3CCN(CC3)C4CCCCC4,Inactive,,,,37
953,85858870,135609781,CC1=CC(=NC2=C1C=CC(=C2)O)NCC3=CC=C(C=C3)F,Active,,,,85
954,85858871,135857460,CC1CCN(CC1)C2=NC3=C(C=CC(=C3)O)C(=C2)C,Inactive,,,,41
955,85858872,135609778,CC1=CC(=NC2=C1C(=CC=C2)O)NC3=CC=C(C=C3)O,Inactive,,,,28
956,85858873,135857461,CC1=CC(=NC2=C1C=CC(=C2)O)NC3=CC=C(C=C3)O.Cl,Inactive,,,,9
957,85858874,5309545,CN1C2=C(C=C(S2)C(=O)NCCN3CCOCC3)C(=N1)C4=CC=C(C=C4)Cl,Inactive,,,,29
958,85858875,22431284,CC1=NC2=NC(=NN2C(=C1)NC3=CC(=C(C=C3)Cl)Cl)C,Active,,,,97
959,85858876,5308127,CC1=C(C=C(C=C1)NC2=CC(=NC3=NC(=NN23)C)C)C,Inactive,,,,45
960,85858877,135572654,CC1=C(C(N2C(=NC(=N2)C(F)(F)F)N1)C3=CC=NC=C3)C(=O)NC4=CC=C(C=C4)Cl,Inactive,,,,49
961,85858878,3406976,CCOC1=C(C=C(C=C1)C=CC(=O)NC2=CC3=C(C=C2)N=C(C=C3C)N4CCOCC4)OC,Inactive,,,,23
962,85858879,3475535,CC1=CC(=NC2=C1C=C(C=C2)NC(=O)C3=CC(=CN=C3)Br)N4CCCCC4,Active,,,,86
963,85858880,12005317,CC1=CC(=NC2=C1C=C(C=C2)NC(=O)C3=CC(=C(C=C3)OC)OC)N4CCCCC4,Inactive,,,,7
964,85858881,15997539,CC1=CC(=NC2=C1C=C(C=C2)NC(=O)C3=CC(=CC=C3)[N+](=O)[O-])N4CCCCC4,Active,,,,99
965,85858882,44522091,C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)NCCC4=CN=CN4,Inactive,,,,-1
